fecha_proceso,operacion_id,codigoIdentificacionCliente,monto_apertura,tasa_apertura,monto_actual,interes_dia,estado,es_pignorado,tipo_renovacion,instruccion_renovacion,fecha_renovacion,fecha_apertura,fecha_vencimiento,fecha_cancelacion_real,interes_acumulado_mes,periodo
2025-12-01,INV-00011,CUS-00215,55853.21,0.088,55853.21,13.653,VIGENTE,False,POR VENTANILLA,NA,2026-03-01,2025-12-01,2026-03-01,,13.653,20251201
2025-12-01,INV-00012,CUS-00331,116242.3,0.0793,116242.3,25.6056,VIGENTE,False,SIN RENOVACION,NA,,2025-10-05,2026-01-03,,25.6056,20251201
2025-12-01,INV-00013,CUS-00459,63279.98,0.0726,63279.98,12.7615,VIGENTE,False,SIN RENOVACION,NA,,2025-07-01,2025-12-28,,12.7615,20251201
2025-12-01,INV-00014,CUS-00088,74581.96,0.0791,74581.96,16.3873,VIGENTE,False,POR VENTANILLA,NA,2026-02-11,2025-08-15,2026-02-11,,16.3873,20251201
2025-12-01,INV-00015,CUS-00373,95988.29,0.0836,95988.29,22.2906,VIGENTE,False,SIN RENOVACION,NA,,2025-07-07,2026-01-03,,22.2906,20251201
2025-12-01,INV-00016,CUS-00100,131683.18,0.0636,131683.18,23.264,VIGENTE,False,AUTOMATICA,SOLO CAPITAL,2026-02-04,2025-08-08,2026-02-04,,23.264,20251201
2025-12-01,INV-00017,CUS-00360,147692.1,0.0723,147692.1,29.6615,VIGENTE,False,SIN RENOVACION,NA,,2025-09-06,2026-09-01,,29.6615,20251201
2025-12-01,INV-00018,CUS-00152,116399.65,0.0852,116399.65,27.5479,VIGENTE,False,SIN RENOVACION,NA,,2025-11-22,2026-11-17,,27.5479,20251201
2025-12-01,INV-00019,CUS-00131,65576.18,0.0715,65576.18,13.0242,VIGENTE,False,AUTOMATICA,NA,2026-04-02,2025-10-04,2026-04-02,,13.0242,20251201
2025-12-01,INV-00020,CUS-00150,66096.77,0.0772,66096.77,14.1741,VIGENTE,False,SIN RENOVACION,NA,,2025-10-22,2026-01-20,,14.1741,20251201
2025-12-01,INV-00021,CUS-00309,111949.43,0.0776,111949.43,24.1313,VIGENTE,False,AUTOMATICA,CAPITAL + INTERES,2026-02-15,2025-08-19,2026-02-15,,24.1313,20251201
2025-12-01,INV-00022,CUS-00258,39622.69,0.0655,39622.69,7.2091,VIGENTE,False,SIN RENOVACION,NA,,2025-07-22,2026-01-18,,7.2091,20251201
2025-12-01,INV-00023,CUS-00344,21018.75,0.0709,21018.75,4.1395,RENOVADO,False,AUTOMATICA,NA,2025-10-31,2025-08-02,2025-10-31,,4.1395,20251201
2025-12-01,INV-00024,CUS-00492,56420.21,0.07,56420.21,10.9706,VIGENTE,False,SIN RENOVACION,NA,,2025-07-10,2026-07-05,,10.9706,20251201
2025-12-01,INV-00025,CUS-00414,46649.65,0.0608,46649.65,7.8786,VIGENTE,False,AUTOMATICA,SOLO CAPITAL,2026-05-09,2025-11-10,2026-05-09,,7.8786,20251201
2025-12-01,INV-00026,CUS-00294,47964.68,0.0607,47964.68,8.0874,VIGENTE,False,SIN RENOVACION,NA,,2025-08-26,2026-02-22,,8.0874,20251201
2025-12-01,INV-00027,CUS-00386,38873.12,0.085,38873.12,9.1784,VIGENTE,False,SIN RENOVACION,NA,,2025-06-16,2026-06-11,,9.1784,20251201
2025-12-01,INV-00028,CUS-00192,11103.51,0.0682,11103.51,2.1035,VIGENTE,False,SIN RENOVACION,NA,,2025-09-25,2026-09-20,,2.1035,20251201
2025-12-01,INV-00029,CUS-00444,7591.72,0.0755,7591.72,1.5922,VENCIDO,False,SIN RENOVACION,NA,,2025-07-16,2025-10-14,,1.5922,20251201
2025-12-01,INV-00030,CUS-00277,148219.75,0.069,148219.75,28.4088,VIGENTE,False,SIN RENOVACION,NA,,2025-10-07,2026-10-02,,28.4088,20251201
2025-12-01,INV-00031,CUS-00161,67027.1,0.0882,67027.1,16.4216,VIGENTE,False,AUTOMATICA,NA,2026-06-01,2025-06-06,2026-06-01,,16.4216,20251201
2025-12-01,INV-00032,CUS-00460,60727.36,0.0678,60727.36,11.437,VIGENTE,False,POR VENTANILLA,SOLO CAPITAL,2026-07-01,2025-07-06,2026-07-01,,11.437,20251201
2025-12-01,INV-00033,CUS-00314,103548.86,0.0729,103548.86,20.9686,RENOVADO,False,AUTOMATICA,NA,2025-11-23,2025-08-25,2025-11-23,,20.9686,20251201
2025-12-01,INV-00034,CUS-00022,36646.81,0.0862,36646.81,8.7749,VIGENTE,False,SIN RENOVACION,NA,,2025-09-17,2026-09-12,,8.7749,20251201
2025-12-01,INV-00035,CUS-00253,142744.37,0.0853,142744.37,33.8225,VIGENTE,False,POR VENTANILLA,NA,2026-11-01,2025-11-06,2026-11-01,,33.8225,20251201
2025-12-01,INV-00036,CUS-00236,119020.03,0.0656,119020.03,21.6881,VENCIDO,False,SIN RENOVACION,NA,,2025-08-09,2025-11-07,,21.6881,20251201
2025-12-01,INV-00037,CUS-00345,17964.6,0.0841,17964.6,4.1967,VIGENTE,False,SIN RENOVACION,NA,,2025-07-08,2026-07-03,,4.1967,20251201
2025-12-01,INV-00038,CUS-00049,65549.21,0.0737,65549.21,13.4194,VIGENTE,False,AUTOMATICA,NA,2026-08-10,2025-08-15,2026-08-10,,13.4194,20251201
2025-12-01,INV-00039,CUS-00475,132472.15,0.0745,132472.15,27.4144,VIGENTE,False,AUTOMATICA,SOLO CAPITAL,2026-01-14,2025-10-16,2026-01-14,,27.4144,20251201
2025-12-01,INV-00040,CUS-00059,141986.14,0.064,141986.14,25.242,PIGNORADO,True,AUTOMATICA,NA,2026-03-21,2025-09-22,2026-03-21,,25.242,20251201
2025-12-01,INV-00041,CUS-00170,72773.22,0.0624,72773.22,12.614,RENOVADO,False,POR VENTANILLA,NA,2025-09-29,2025-07-01,2025-09-29,,12.614,20251201
2025-12-01,INV-00042,CUS-00476,93944.65,0.0818,93944.65,21.3463,VIGENTE,False,AUTOMATICA,SOLO CAPITAL,2026-10-18,2025-10-23,2026-10-18,,21.3463,20251201
2025-12-01,INV-00043,CUS-00188,29219.92,0.0749,29219.92,6.0794,VIGENTE,False,AUTOMATICA,SOLO CAPITAL,2026-07-17,2025-07-22,2026-07-17,,6.0794,20251201
2025-12-01,INV-00044,CUS-00464,148719.45,0.0731,148719.45,30.1983,VIGENTE,False,SIN RENOVACION,NA,,2025-07-06,2026-07-01,,30.1983,20251201
2025-12-01,INV-00045,CUS-00271,38592.4,0.0819,38592.4,8.7798,VENCIDO,False,SIN RENOVACION,NA,,2025-07-23,2025-10-21,,8.7798,20251201
2025-12-01,INV-00046,CUS-00190,141696.11,0.083,141696.11,32.6688,PIGNORADO,True,POR VENTANILLA,SOLO CAPITAL,2026-11-04,2025-11-09,2026-11-04,,32.6688,20251201
2025-12-01,INV-00047,CUS-00446,99198.76,0.0648,99198.76,17.8558,VIGENTE,False,POR VENTANILLA,CAPITAL + INTERES,2026-08-13,2025-08-18,2026-08-13,,17.8558,20251201
2025-12-01,INV-00048,CUS-00175,93121.84,0.0783,93121.84,20.254,VIGENTE,False,AUTOMATICA,CAPITAL + INTERES,2025-12-08,2025-09-09,2025-12-08,,20.254,20251201
2025-12-01,INV-00049,CUS-00446,79339.83,0.0641,79339.83,14.1269,VIGENTE,False,SIN RENOVACION,NA,,2025-07-12,2026-01-08,,14.1269,20251201
2025-12-01,INV-00050,CUS-00051,38447.12,0.0825,38447.12,8.8108,VIGENTE,False,SIN RENOVACION,NA,,2025-08-08,2026-02-04,,8.8108,20251201
2025-12-01,INV-00051,CUS-00364,30596.56,0.0797,30596.56,6.7737,VIGENTE,False,AUTOMATICA,SOLO CAPITAL,2026-08-10,2025-08-15,2026-08-10,,6.7737,20251201
2025-12-01,INV-00052,CUS-00055,36970.5,0.0887,36970.5,9.1091,RENOVADO,False,AUTOMATICA,NA,2025-10-17,2025-07-19,2025-10-17,,9.1091,20251201
2025-12-01,INV-00053,CUS-00244,32033.55,0.0621,32033.55,5.5258,VIGENTE,False,SIN RENOVACION,NA,,2025-10-22,2026-10-17,,5.5258,20251201
2025-12-01,INV-00054,CUS-00320,118039.75,0.0617,118039.75,20.2307,VENCIDO,False,SIN RENOVACION,NA,,2025-08-12,2025-11-10,,20.2307,20251201
2025-12-01,INV-00055,CUS-00131,55768.16,0.0685,55768.16,10.6114,RENOVADO,False,AUTOMATICA,SOLO CAPITAL,2025-10-06,2025-07-08,2025-10-06,,10.6114,20251201
2025-12-01,INV-00056,CUS-00485,13387.19,0.0679,13387.19,2.525,VIGENTE,False,SIN RENOVACION,NA,,2025-08-12,2026-02-08,,2.525,20251201
2025-12-01,INV-00057,CUS-00307,145519.88,0.0674,145519.88,27.2446,VIGENTE,False,POR VENTANILLA,NA,2026-02-17,2025-08-21,2026-02-17,,27.2446,20251201
2025-12-01,INV-00058,CUS-00135,133148.95,0.0872,133148.95,32.2516,VIGENTE,False,POR VENTANILLA,CAPITAL + INTERES,2026-01-15,2025-10-17,2026-01-15,,32.2516,20251201
2025-12-01,INV-00059,CUS-00021,139524.08,0.0675,139524.08,26.1608,VIGENTE,False,SIN RENOVACION,NA,,2025-06-29,2026-06-24,,26.1608,20251201
2025-12-01,INV-00060,CUS-00329,149261.63,0.0682,149261.63,28.2768,VIGENTE,False,SIN RENOVACION,NA,,2025-09-25,2026-03-24,,28.2768,20251201
2025-12-01,INV-00061,CUS-00167,30214.81,0.0828,30214.81,6.9494,VIGENTE,False,POR VENTANILLA,SOLO CAPITAL,2026-07-28,2025-08-02,2026-07-28,,6.9494,20251201
2025-12-01,INV-00062,CUS-00274,62455.09,0.0735,62455.09,12.7512,PIGNORADO,True,SIN RENOVACION,NA,,2025-11-17,2026-05-16,,12.7512,20251201
2025-12-01,INV-00063,CUS-00388,114944.58,0.0833,114944.58,26.5969,VIGENTE,False,POR VENTANILLA,NA,2025-12-17,2025-06-20,2025-12-17,,26.5969,20251201
2025-12-01,INV-00064,CUS-00089,105922.99,0.062,105922.99,18.2423,VIGENTE,False,SIN RENOVACION,NA,,2025-07-26,2026-07-21,,18.2423,20251201
2025-12-01,INV-00065,CUS-00316,27314.91,0.0746,27314.91,5.6603,VIGENTE,False,POR VENTANILLA,NA,2026-02-09,2025-08-13,2026-02-09,,5.6603,20251201
2025-12-01,INV-00066,CUS-00014,123295.8,0.061,123295.8,20.8918,PIGNORADO,True,SIN RENOVACION,NA,,2025-11-08,2026-05-07,,20.8918,20251201
2025-12-01,INV-00067,CUS-00242,37543.88,0.0619,37543.88,6.4555,VIGENTE,False,SIN RENOVACION,NA,,2025-11-05,2026-10-31,,6.4555,20251201
2025-12-01,INV-00068,CUS-00265,37453.55,0.0872,37453.55,9.0721,VIGENTE,False,AUTOMATICA,SOLO CAPITAL,2026-04-21,2025-10-23,2026-04-21,,9.0721,20251201
2025-12-01,INV-00069,CUS-00346,82861.29,0.0642,82861.29,14.7769,VIGENTE,False,SIN RENOVACION,NA,,2025-06-21,2025-12-18,,14.7769,20251201
2025-12-01,INV-00070,CUS-00053,90976.29,0.076,90976.29,19.2061,VIGENTE,False,SIN RENOVACION,NA,,2025-11-08,2026-05-07,,19.2061,20251201
2025-12-01,INV-00071,CUS-00386,89112.5,0.0723,89112.5,17.8968,VIGENTE,False,SIN RENOVACION,NA,,2025-11-08,2026-11-03,,17.8968,20251201
2025-12-01,INV-00072,CUS-00340,18265.59,0.0704,18265.59,3.5719,VIGENTE,False,AUTOMATICA,SOLO CAPITAL,2026-02-26,2025-11-28,2026-02-26,,3.5719,20251201
2025-12-01,INV-00073,CUS-00092,132231.83,0.087,132231.83,31.956,VIGENTE,False,SIN RENOVACION,NA,,2025-09-26,2026-09-21,,31.956,20251201
2025-12-01,INV-00074,CUS-00367,43512.01,0.0607,43512.01,7.3366,VIGENTE,False,SIN RENOVACION,NA,,2025-10-29,2026-01-27,,7.3366,20251201
2025-12-01,INV-00075,CUS-00444,23779.66,0.0799,23779.66,5.2778,VIGENTE,False,AUTOMATICA,NA,2025-12-05,2025-06-08,2025-12-05,,5.2778,20251201
2025-12-01,INV-00076,CUS-00455,133868.47,0.0889,133868.47,33.0581,VENCIDO,False,SIN RENOVACION,NA,,2025-08-08,2025-11-06,,33.0581,20251201
2025-12-01,INV-00077,CUS-00428,143569.47,0.0768,143569.47,30.6282,VIGENTE,False,AUTOMATICA,SOLO CAPITAL,2026-11-04,2025-11-09,2026-11-04,,30.6282,20251201
2025-12-01,INV-00078,CUS-00264,130008.5,0.0881,130008.5,31.816,VIGENTE,False,AUTOMATICA,SOLO CAPITAL,2026-08-10,2025-08-15,2026-08-10,,31.816,20251201
2025-12-01,INV-00079,CUS-00431,122379.83,0.0616,122379.83,20.9405,VIGENTE,False,SIN RENOVACION,NA,,2025-09-24,2026-03-23,,20.9405,20251201
2025-12-01,INV-00080,CUS-00035,100010.09,0.0726,0.0,0.0,PRE-CANCELADO,False,SIN RENOVACION,NA,,2025-08-29,2025-11-27,2025-11-21,0.0,20251201
2025-12-01,INV-00081,CUS-00206,84874.32,0.0678,84874.32,15.9847,VIGENTE,False,SIN RENOVACION,NA,,2025-10-01,2026-03-30,,15.9847,20251201
2025-12-01,INV-00082,CUS-00081,17613.08,0.0819,17613.08,4.007,VIGENTE,False,AUTOMATICA,SOLO CAPITAL,2025-12-13,2025-06-16,2025-12-13,,4.007,20251201
2025-12-01,INV-00083,CUS-00420,64225.72,0.0894,64225.72,15.9494,VIGENTE,False,SIN RENOVACION,NA,,2025-10-06,2026-10-01,,15.9494,20251201
2025-12-01,INV-00084,CUS-00050,59039.83,0.0677,59039.83,11.1028,VIGENTE,False,AUTOMATICA,CAPITAL + INTERES,2026-01-07,2025-10-09,2026-01-07,,11.1028,20251201
2025-12-01,INV-00085,CUS-00360,42664.3,0.0796,42664.3,9.4336,VIGENTE,False,AUTOMATICA,NA,2025-12-22,2025-09-23,2025-12-22,,9.4336,20251201
2025-12-01,INV-00086,CUS-00388,109895.92,0.0659,109895.92,20.1171,RENOVADO,False,AUTOMATICA,NA,2025-11-21,2025-08-23,2025-11-21,,20.1171,20251201
2025-12-01,INV-00087,CUS-00002,76901.98,0.077,76901.98,16.4485,VIGENTE,False,SIN RENOVACION,NA,,2025-10-06,2026-01-04,,16.4485,20251201
2025-12-01,INV-00088,CUS-00390,16751.7,0.0739,16751.7,3.4388,VIGENTE,False,SIN RENOVACION,NA,,2025-07-17,2026-01-13,,3.4388,20251201
2025-12-01,INV-00089,CUS-00054,36926.56,0.0892,36926.56,9.1496,VIGENTE,False,SIN RENOVACION,NA,,2025-06-17,2025-12-14,,9.1496,20251201
2025-12-01,INV-00090,CUS-00106,104072.52,0.0783,104072.52,22.6358,VIGENTE,False,SIN RENOVACION,NA,,2025-07-20,2026-07-15,,22.6358,20251201
2025-12-01,INV-00091,CUS-00260,16038.97,0.0705,16038.97,3.141,VIGENTE,False,AUTOMATICA,CAPITAL + INTERES,2026-02-17,2025-08-21,2026-02-17,,3.141,20251201
2025-12-01,INV-00092,CUS-00310,128425.0,0.0634,128425.0,22.6171,VIGENTE,False,SIN RENOVACION,NA,,2025-06-19,2025-12-16,,22.6171,20251201
2025-12-01,INV-00093,CUS-00477,76796.25,0.0645,76796.25,13.7593,VIGENTE,False,POR VENTANILLA,NA,2026-09-03,2025-09-08,2026-09-03,,13.7593,20251201
2025-12-01,INV-00094,CUS-00191,74685.05,0.0668,74685.05,13.8582,VIGENTE,False,POR VENTANILLA,CAPITAL + INTERES,2026-09-27,2025-10-02,2026-09-27,,13.8582,20251201
2025-12-01,INV-00095,CUS-00402,90899.13,0.0675,90899.13,17.0436,VIGENTE,False,AUTOMATICA,CAPITAL + INTERES,2026-11-24,2025-11-29,2026-11-24,,17.0436,20251201
2025-12-01,INV-00096,CUS-00218,124578.74,0.0855,124578.74,29.5875,VIGENTE,False,SIN RENOVACION,NA,,2025-07-27,2026-01-23,,29.5875,20251201
2025-12-01,INV-00097,CUS-00044,55432.34,0.0768,55432.34,11.8256,VIGENTE,False,SIN RENOVACION,NA,,2025-06-06,2025-12-03,,11.8256,20251201
2025-12-01,INV-00098,CUS-00162,103312.34,0.0757,103312.34,21.7243,VIGENTE,False,SIN RENOVACION,NA,,2025-09-07,2026-09-02,,21.7243,20251201
2025-12-01,INV-00099,CUS-00202,87031.13,0.0634,87031.13,15.3271,VIGENTE,False,POR VENTANILLA,CAPITAL + INTERES,2026-10-11,2025-10-16,2026-10-11,,15.3271,20251201
2025-12-01,INV-00100,CUS-00446,43719.1,0.0858,43719.1,10.4197,VIGENTE,False,AUTOMATICA,CAPITAL + INTERES,2026-09-12,2025-09-17,2026-09-12,,10.4197,20251201
2025-12-01,INV-00101,CUS-00484,132401.35,0.0817,132401.35,30.0478,VIGENTE,False,SIN RENOVACION,NA,,2025-10-25,2026-04-23,,30.0478,20251201
2025-12-01,INV-00102,CUS-00270,120626.77,0.062,120626.77,20.7746,VIGENTE,False,AUTOMATICA,SOLO CAPITAL,2025-12-18,2025-06-21,2025-12-18,,20.7746,20251201
2025-12-01,INV-00103,CUS-00351,100475.52,0.0812,100475.52,22.6628,VENCIDO,False,SIN RENOVACION,NA,,2025-06-16,2025-09-14,,22.6628,20251201
2025-12-01,INV-00104,CUS-00304,128334.35,0.0763,128334.35,27.1998,VIGENTE,False,SIN RENOVACION,NA,,2025-07-14,2026-01-10,,27.1998,20251201
2025-12-01,INV-00105,CUS-00271,130757.66,0.0625,130757.66,22.701,VIGENTE,False,AUTOMATICA,CAPITAL + INTERES,2026-03-05,2025-09-06,2026-03-05,,22.701,20251201
2025-12-01,INV-00106,CUS-00456,107712.63,0.0737,107712.63,22.0512,VIGENTE,False,SIN RENOVACION,NA,,2025-10-05,2026-04-03,,22.0512,20251201
2025-12-01,INV-00107,CUS-00462,126366.93,0.0745,126366.93,26.1509,PIGNORADO,True,SIN RENOVACION,NA,,2025-10-13,2026-10-08,,26.1509,20251201
2025-12-01,INV-00108,CUS-00215,106133.36,0.065,106133.36,19.163,VIGENTE,False,AUTOMATICA,NA,2026-05-01,2025-11-02,2026-05-01,,19.163,20251201
2025-12-01,INV-00109,CUS-00252,103620.41,0.0884,103620.41,25.4446,VIGENTE,False,SIN RENOVACION,NA,,2025-08-23,2026-08-18,,25.4446,20251201
2025-12-01,INV-00110,CUS-00190,94698.65,0.0855,94698.65,22.4909,VIGENTE,False,AUTOMATICA,CAPITAL + INTERES,2026-02-05,2025-11-07,2026-02-05,,22.4909,20251201
2025-12-01,INV-00111,CUS-00296,114143.91,0.0801,114143.91,25.397,VENCIDO,False,SIN RENOVACION,NA,,2025-08-12,2025-11-10,,25.397,20251201
2025-12-01,INV-00112,CUS-00213,27997.74,0.0739,27997.74,5.7473,VIGENTE,False,SIN RENOVACION,NA,,2025-06-30,2026-06-25,,5.7473,20251201
2025-12-01,INV-00113,CUS-00208,132726.26,0.0724,132726.26,26.6927,VIGENTE,False,SIN RENOVACION,NA,,2025-06-06,2026-06-01,,26.6927,20251201
2025-12-01,INV-00114,CUS-00237,131417.31,0.0795,131417.31,29.0213,VIGENTE,False,SIN RENOVACION,NA,,2025-07-29,2026-07-24,,29.0213,20251201
2025-12-01,INV-00115,CUS-00338,9240.86,0.0764,9240.86,1.9611,VIGENTE,False,POR VENTANILLA,CAPITAL + INTERES,2026-01-28,2025-08-01,2026-01-28,,1.9611,20251201
2025-12-01,INV-00116,CUS-00367,124743.43,0.0619,124743.43,21.4489,VIGENTE,False,SIN RENOVACION,NA,,2025-10-16,2026-01-14,,21.4489,20251201
2025-12-01,INV-00117,CUS-00053,23686.13,0.0754,23686.13,4.9609,VIGENTE,False,AUTOMATICA,CAPITAL + INTERES,2026-08-01,2025-08-06,2026-08-01,,4.9609,20251201
2025-12-01,INV-00118,CUS-00280,53592.23,0.0842,53592.23,12.5346,VIGENTE,False,SIN RENOVACION,NA,,2025-10-24,2026-04-22,,12.5346,20251201
2025-12-01,INV-00119,CUS-00410,112808.7,0.0738,112808.7,23.1258,VIGENTE,False,SIN RENOVACION,NA,,2025-11-16,2026-02-14,,23.1258,20251201
2025-12-01,INV-00120,CUS-00217,28310.18,0.0616,28310.18,4.8442,VIGENTE,False,AUTOMATICA,CAPITAL + INTERES,2026-05-09,2025-11-10,2026-05-09,,4.8442,20251201
2025-12-01,INV-00121,CUS-00252,123605.22,0.0836,123605.22,28.7039,VIGENTE,False,POR VENTANILLA,NA,2026-01-07,2025-10-09,2026-01-07,,28.7039,20251201
2025-12-01,INV-00122,CUS-00188,125659.46,0.066,125659.46,23.0376,VIGENTE,False,SIN RENOVACION,NA,,2025-07-06,2026-01-02,,23.0376,20251201
2025-12-01,INV-00123,CUS-00380,78582.82,0.0678,78582.82,14.7998,VIGENTE,False,SIN RENOVACION,NA,,2025-11-16,2026-02-14,,14.7998,20251201
2025-12-01,INV-00124,CUS-00493,5925.95,0.0649,5925.95,1.0683,VIGENTE,False,AUTOMATICA,NA,2026-01-02,2025-10-04,2026-01-02,,1.0683,20251201
2025-12-01,INV-00125,CUS-00041,46620.53,0.0699,46620.53,9.0522,VIGENTE,False,AUTOMATICA,NA,2026-04-30,2025-11-01,2026-04-30,,9.0522,20251201
2025-12-01,INV-00126,CUS-00157,94454.4,0.0827,94454.4,21.6983,VIGENTE,False,AUTOMATICA,SOLO CAPITAL,2026-06-10,2025-06-15,2026-06-10,,21.6983,20251201
2025-12-01,INV-00127,CUS-00015,147272.0,0.0756,147272.0,30.9271,PIGNORADO,True,SIN RENOVACION,NA,,2025-10-31,2026-01-29,,30.9271,20251201
2025-12-01,INV-00128,CUS-00301,96612.96,0.0661,96612.96,17.7392,VIGENTE,False,AUTOMATICA,NA,2026-06-18,2025-06-23,2026-06-18,,17.7392,20251201
2025-12-01,INV-00129,CUS-00065,42671.52,0.0863,42671.52,10.2293,VIGENTE,False,SIN RENOVACION,NA,,2025-11-23,2026-05-22,,10.2293,20251201
2025-12-01,INV-00130,CUS-00345,96930.83,0.0864,96930.83,23.2634,VIGENTE,False,AUTOMATICA,NA,2026-07-11,2025-07-16,2026-07-11,,23.2634,20251201
2025-12-01,INV-00131,CUS-00327,83297.88,0.0861,83297.88,19.9221,VIGENTE,False,SIN RENOVACION,NA,,2025-11-22,2026-11-17,,19.9221,20251201
2025-12-01,INV-00132,CUS-00009,118077.58,0.0672,118077.58,22.0411,VIGENTE,False,POR VENTANILLA,SOLO CAPITAL,2026-11-10,2025-11-15,2026-11-10,,22.0411,20251201
2025-12-01,INV-00133,CUS-00344,20512.19,0.0735,20512.19,4.1879,VIGENTE,False,SIN RENOVACION,NA,,2025-09-25,2026-09-20,,4.1879,20251201
2025-12-01,INV-00134,CUS-00129,115349.05,0.0895,115349.05,28.6771,VIGENTE,False,AUTOMATICA,SOLO CAPITAL,2026-10-10,2025-10-15,2026-10-10,,28.6771,20251201
2025-12-01,INV-00135,CUS-00492,83483.65,0.0832,83483.65,19.294,VENCIDO,False,SIN RENOVACION,NA,,2025-06-05,2025-09-03,,19.294,20251201
2025-12-01,INV-00136,CUS-00136,144633.84,0.0608,144633.84,24.427,RENOVADO,False,AUTOMATICA,CAPITAL + INTERES,2025-11-11,2025-08-13,2025-11-11,,24.427,20251201
2025-12-01,INV-00137,CUS-00472,54571.46,0.062,54571.46,9.3984,VENCIDO,False,SIN RENOVACION,NA,,2025-07-02,2025-09-30,,9.3984,20251201
2025-12-01,INV-00138,CUS-00063,96730.17,0.0739,96730.17,19.8566,VIGENTE,False,SIN RENOVACION,NA,,2025-08-01,2026-01-28,,19.8566,20251201
2025-12-01,INV-00139,CUS-00139,140144.08,0.0873,140144.08,33.9849,VIGENTE,False,AUTOMATICA,CAPITAL + INTERES,2026-07-01,2025-07-06,2026-07-01,,33.9849,20251201
2025-12-01,INV-00140,CUS-00499,19863.91,0.0762,19863.91,4.2045,VENCIDO,False,SIN RENOVACION,NA,,2025-08-23,2025-11-21,,4.2045,20251201
2025-12-01,INV-00141,CUS-00081,140898.13,0.0749,140898.13,29.3146,VIGENTE,False,SIN RENOVACION,NA,,2025-08-22,2026-02-18,,29.3146,20251201
2025-12-01,INV-00142,CUS-00392,104743.43,0.0632,104743.43,18.3883,VIGENTE,False,AUTOMATICA,NA,2025-12-27,2025-09-28,2025-12-27,,18.3883,20251201
2025-12-01,INV-00143,CUS-00163,14836.37,0.0797,14836.37,3.2846,VIGENTE,False,POR VENTANILLA,NA,2026-01-10,2025-10-12,2026-01-10,,3.2846,20251201
2025-12-01,INV-00144,CUS-00419,48639.72,0.0847,48639.72,11.4438,VIGENTE,False,AUTOMATICA,SOLO CAPITAL,2026-10-22,2025-10-27,2026-10-22,2026-10-12,11.4438,20251201
2025-12-01,INV-00145,CUS-00289,107684.95,0.0714,107684.95,21.3575,PIGNORADO,True,SIN RENOVACION,NA,,2025-09-12,2026-03-11,,21.3575,20251201
2025-12-01,INV-00146,CUS-00379,14765.84,0.0833,14765.84,3.4167,VIGENTE,False,SIN RENOVACION,NA,,2025-07-28,2026-07-23,,3.4167,20251201
2025-12-01,INV-00147,CUS-00261,89414.72,0.0889,89414.72,22.0805,VIGENTE,False,AUTOMATICA,SOLO CAPITAL,2026-08-31,2025-09-05,2026-08-31,,22.0805,20251201
2025-12-01,INV-00148,CUS-00490,55153.04,0.0661,55153.04,10.1267,VENCIDO,False,SIN RENOVACION,NA,,2025-08-20,2025-11-18,,10.1267,20251201
